#aktiv flaeche dichte
4087	11020.712594	0.370847
12418	33996.948733	0.365268
4163	10378.774379	0.401107
688	1667.896515	0.412496
1985	4913.527184	0.403987
809	2148.220810	0.376591
930	2575.525312	0.361091
8541	24712.338802	0.345617
346	860.710395	0.401994
3133	8287.639492	0.378033
411	1001.455795	0.410403
617	1567.814567	0.393541
917	2317.451846	0.395693
4001	10865.657407	0.368224
4090	11265.664445	0.363050
11727	30978.310669	0.378555
5719	15674.633997	0.364857
8673	23654.172528	0.366658
11175	30095.575850	0.371317
8529	22768.061787	0.374604
1823	4734.976828	0.385007
8508	22951.791156	0.370690
2164	5565.549945	0.388821
11383	30656.673953	0.371306
938	2565.347504	0.365642
1731	4271.845553	0.405211
1414	3614.917050	0.391157
6643	17965.523567	0.369764
4190	11573.965196	0.362019
2485	6578.846360	0.377726
3913	11061.996234	0.353734
4563	12554.824811	0.363446
317	837.680623	0.378426
7754	21004.494859	0.369159
4139	11410.263805	0.362744
1816	4858.338814	0.373790
234	667.350600	0.350640
5674	15683.872343	0.361773
4224	10946.307392	0.385884
473	1156.172679	0.409108
12525	33626.496886	0.372474
12475	33893.561692	0.368064
2462	6513.920027	0.377960
2130	5384.889597	0.395551
6615	17599.134370	0.375871
3922	10188.033203	0.384961
3087	7944.771319	0.388557
7606	20421.824497	0.372445
11297	31067.253721	0.363630
2564	7353.271052	0.348688
7791	21393.273523	0.364180
6686	19776.265096	0.338082
2410	6019.838933	0.400343
2412	6713.542465	0.359274
1696	4746.465436	0.357319
1791	4891.319203	0.366159
8253	22172.860431	0.372212
3743	9915.757600	0.377480
854	2168.714148	0.393782
591	1579.482362	0.374173
913	2252.851828	0.405264
762	2097.625803	0.363268
5470	16032.279609	0.341187
875	2127.836840	0.411216
10793	29571.110153	0.364985
6170	17320.164430	0.356232
1858	5369.350347	0.346038
2827	7682.194832	0.367994
373	910.445909	0.409689
6619	17758.585740	0.372721
2026	5751.869752	0.352233
755	1980.698793	0.381179
5914	15528.474718	0.380849
3140	8314.081654	0.377672
5494	14909.508674	0.368490
11588	31496.614407	0.367913
4204	11532.332467	0.364540
1848	5011.365649	0.368762
1310	3238.470493	0.404512
2372	6304.538981	0.376237
2609	6716.179478	0.388465
625	1705.643337	0.366431
8792	25008.824781	0.351556
3136	7959.654677	0.393987
10863	30657.301072	0.354336
5043	14275.937317	0.353252
3061	8350.158427	0.366580
5437	14706.816104	0.369693
406	1003.222830	0.404696
1267	3307.663419	0.383050
1665	3980.211638	0.418319
181	446.704799	0.405189
242	608.151999	0.397927
3971	11327.001113	0.350578
5647	14797.592375	0.381616
2836	7669.072173	0.369797
2105	5157.640530	0.408132
865	2130.792886	0.405952
4651	13877.755827	0.335141
12499	34211.752156	0.365342
6515	17916.329967	0.363635
2469	6560.362458	0.376351
2157	5685.587102	0.379380
1006	2718.819933	0.370013
12363	34254.985125	0.360911
6057	16163.920182	0.374723
6265	17099.906097	0.366376
2168	5596.179314	0.387407
827	2091.079934	0.395489
12250	34095.467417	0.359285
443	1224.065589	0.361909
320	802.873611	0.398568
846	2193.385658	0.385705
7358	19867.463359	0.370354
7342	19682.112162	0.373029
122	276.302827	0.441545
7502	21256.239220	0.352932
6702	18787.255916	0.356731
2307	5980.981001	0.385723
921	2260.868830	0.407366
7684	21573.347243	0.356180
8765	23893.721474	0.366833
2158	5380.967013	0.401043
8197	22621.736414	0.362351
339	832.077483	0.407414
2174	5421.320455	0.401009
9514	26132.042337	0.364074
5061	13507.487636	0.374681
2277	5765.747094	0.394918
8969	24358.199508	0.368213
4357	11357.162358	0.383635
4412	12345.943713	0.357364
520	1288.899350	0.403445
795	2078.823191	0.382428
535	1489.219775	0.359249
2704	7741.038725	0.349307
745	1771.525974	0.420541
1000	2496.729288	0.400524
13726	38620.045589	0.355411
5150	14035.523111	0.366926
6803	18325.059362	0.371240
5651	14959.985624	0.377741
1744	4448.325962	0.392058
2523	6951.976047	0.362918
3043	7931.764338	0.383647
1844	5047.435544	0.365334
6302	16457.081973	0.382935
11982	33074.849252	0.362269
7431	20383.888042	0.364553
1603	4633.651678	0.345947
13792	37095.142418	0.371801
2835	7978.329390	0.355338
7069	19447.171187	0.363498
10137	28079.734686	0.361008
2959	7584.983712	0.390113
1338	3334.436528	0.401267
7309	19485.815575	0.375093
7473	21655.625680	0.345084
1429	3513.494409	0.406718
6951	18934.155926	0.367114
4366	12825.737314	0.340409
1541	3780.836909	0.407582
420	994.540111	0.422306
12082	33746.143414	0.358026
322	738.734369	0.435881
974	2463.787015	0.395326
5078	13399.950825	0.378957
812	2183.278599	0.371918
1581	4262.874436	0.370877
804	2090.701781	0.384560
727	1759.560041	0.413171
7005	18804.250332	0.372522
12025	34682.071430	0.346721
3669	9485.245623	0.386811
3492	9129.648950	0.382490
9662	26554.339285	0.363858
15121	41070.341074	0.368173
2928	7990.243003	0.366447
1677	4351.022784	0.385427
1723	4513.008165	0.381785
6290	16365.243304	0.384351
7371	19835.139068	0.371613
9231	25723.375341	0.358856
